nombre_feature,familia_features,definicion,duplicados,qty_duplicados,categoria_features
mk_geohash_7_gmv_amount_90d,Características de Ubicación o Geolocalización,"Este feature representa el monto total de GMV (Gross Merchandise Value) en un área geográfica específica, codificada con geohash de precisión 7, acumulado durante los últimos 90 días.","mk_geohash_7_gmv_amount_30d, mk_geohash_7_gmv_amount_180d",2,Features de Importancia Moderada
mk_geohash_7_gmv_usd_amount_1d,Características de Ubicación o Geolocalización,"Este feature representa el monto total de ventas brutas en dólares estadounidenses (GMV) en un área geográfica específica, definida por un geohash de precisión 7, durante un período de 1 día.",,0,Features de Importancia Moderada
mk_geohash_7_gmv_usd_amount_7d,Características de Ubicación o Geolocalización,"Este feature representa el monto total en dólares estadounidenses (USD) de las transacciones realizadas en los últimos 7 días dentro de una región geográfica específica, identificada por un geohash de precisión 7.","mk_geohash_7_gmv_usd_amount_30d, mk_geohash_7_gmv_usd_amount_1d",2,Features de Importancia Moderada
mk_geohash_7_gmv_usd_amount_15d,Características de Ubicación o Geolocalización,"Este feature representa el monto total en dólares estadounidenses (USD) de las transacciones realizadas en los últimos 15 días dentro de una región geográfica específica, identificada por un geohash de precisión 7.",,0,Features de Importancia Moderada
mk_geohash_7_gmv_usd_amount_30d,Características de Ubicación o Geolocalización,"Este feature representa el monto total de las transacciones en dólares estadounidenses (GMV) realizadas en los últimos 30 días dentro de una región geográfica específica, identificada por un geohash de precisión 7.",,0,Features de Importancia Moderada
mk_geohash_7_gmv_usd_amount_90d,Características de Ubicación o Geolocalización,"Este feature representa el monto total de ventas brutas en dólares estadounidenses (GMV) en un área geográfica específica, definida por un geohash de precisión 7, durante los últimos 90 días.","mk_geohash_6_gmv_usd_amount_90d, mk_geohash_8_gmv_usd_amount_90d",2,Features de Importancia Moderada
mk_geohash_7_coupon_qty_1d,Características de Ubicación o Geolocalización,"Este feature representa la cantidad de cupones utilizados en un área geográfica específica, definida por un geohash de precisión 7, en un periodo de 1 día.",,0,Features de Importancia Moderada
mk_geohash_7_coupon_qty_7d,Características de Ubicación o Geolocalización,"Este feature representa la cantidad de cupones utilizados en los últimos 7 días en una ubicación específica, codificada mediante un geohash de precisión 7.",,0,Features de Importancia Moderada
mk_geohash_7_coupon_qty_15d,Características de Ubicación o Geolocalización,"Este feature representa la cantidad de cupones utilizados en un área geográfica específica, definida por un geohash de precisión 7, en los últimos 15 días.",,0,Features de Importancia Moderada
mk_geohash_7_coupon_qty_30d,Características de Ubicación o Geolocalización,"Este feature representa la cantidad de cupones utilizados en los últimos 30 días en una ubicación específica, codificada mediante un geohash de precisión 7.",,0,Features de Importancia Moderada
mk_geohash_7_coupon_qty_90d,Características de Ubicación o Geolocalización,"Este feature representa la cantidad de cupones utilizados en los últimos 90 días en una ubicación específica, codificada mediante un geohash de precisión 7.",,0,Features de Importancia Moderada
mk_geohash_7_discount_amount_1d,Características de Ubicación o Geolocalización,"Este feature representa el monto total de descuentos aplicados a las transacciones en un área geográfica específica, definida por un geohash de precisión 7, en un periodo de 1 día.",,0,Features de Importancia Moderada
mk_geohash_7_discount_amount_7d,Características de Ubicación o Geolocalización,"Este feature representa el monto total de descuentos aplicados a las transacciones en un área geográfica específica, codificada en geohash de 7 caracteres, durante los últimos 7 días.",,0,Features de Importancia Moderada
mk_geohash_7_discount_amount_30d,Características de Ubicación o Geolocalización,"Este feature representa el monto total de descuentos aplicados a las transacciones en un área geográfica específica, codificada con geohash de precisión 7, durante los últimos 30 días.",,0,Features de Importancia Moderada
mk_geohash_7_discount_amount_90d,Características de Ubicación o Geolocalización,"Este feature representa el monto total de descuentos aplicados a las transacciones en una ubicación específica, codificada en geohash de 7 caracteres, durante los últimos 90 días.",,0,Features de Importancia Moderada
mk_geohash_7_discount_usd_amount_1d,Características de Ubicación o Geolocalización,"Este feature representa el monto total de descuentos en dólares estadounidenses aplicados a las transacciones en un área geográfica específica, codificada con geohash de precisión 7, durante un período de 1 día.",,0,Features de Importancia Moderada
mk_geohash_7_discount_usd_amount_7d,Características de Ubicación o Geolocalización,"Este feature representa el monto total de descuentos en dólares estadounidenses aplicados a las transacciones realizadas en los últimos 7 días, agrupadas por una región geográfica específica definida por un geohash de precisión 7.",,0,Features de Importancia Moderada
mk_geohash_7_discount_usd_amount_15d,Características de Ubicación o Geolocalización,"Este feature representa el monto total de descuentos en dólares estadounidenses aplicados a las transacciones en un área geográfica específica, codificada con un geohash de precisión 7, durante los últimos 15 días.",,0,Features de Importancia Moderada
mk_geohash_7_discount_usd_amount_30d,Características de Ubicación o Geolocalización,"Este feature representa el monto total de descuentos en dólares estadounidenses aplicados a las transacciones realizadas en los últimos 30 días, agrupadas por una región geográfica específica definida por un geohash de precisión 7.",,0,Features de Importancia Moderada
mk_geohash_7_discount_usd_amount_90d,Características de Ubicación o Geolocalización,"Este feature representa el monto total de descuentos en dólares estadounidenses aplicados a las transacciones realizadas en los últimos 90 días, agrupadas por una región geográfica específica definida por un geohash de precisión 7.",,0,Features de Importancia Moderada
mk_geohash_7_discount_qty_1d,Características de Ubicación o Geolocalización,"Este feature representa la cantidad de descuentos aplicados en un área geográfica específica, definida por un geohash de precisión 7, en un periodo de 1 día.",,0,Features de Importancia Moderada
mk_geohash_7_discount_qty_7d,Características de Ubicación o Geolocalización,"Este feature representa la cantidad de descuentos aplicados en un área geográfica específica, codificada con geohash de precisión 7, durante los últimos 7 días.",,0,Features de Importancia Moderada
mk_geohash_7_discount_qty_30d,Características de Ubicación o Geolocalización,"Este feature representa la cantidad de descuentos aplicados en un área geográfica específica, definida por un geohash de precisión 7, en los últimos 30 días.","mk_geohash_7_discount_qty_7d, mk_geohash_7_discount_qty_60d",2,Features de Importancia Moderada
mk_geohash_7_discount_qty_90d,Características de Ubicación o Geolocalización,"Este feature representa la cantidad de descuentos aplicados en un área geográfica específica, codificada con geohash de precisión 7, durante los últimos 90 días.","geohash_7_discount_count_90d, location_discount_qty_90d",2,Features de Importancia Moderada
mk_geohash_7_discount_ratio_1d,Características de Ubicación o Geolocalización,"Este feature representa la proporción de descuentos aplicados a las transacciones en un área geográfica específica, codificada con geohash de precisión 7, durante el último día.",,0,Features de Importancia Moderada
mk_geohash_7_discount_ratio_7d,Características de Ubicación o Geolocalización,"Este feature representa la proporción de descuentos aplicados a las transacciones en un área geográfica específica, codificada en geohash de precisión 7, durante los últimos 7 días.",,0,Features de Importancia Moderada
mk_geohash_7_discount_ratio_30d,Características de Ubicación o Geolocalización,"Este feature representa la proporción de descuentos aplicados a las transacciones en un área geográfica específica, codificada en geohash de precisión 7, durante los últimos 30 días.",,0,Features de Importancia Moderada
mk_geohash_7_discount_ratio_90d,Características de Ubicación o Geolocalización,"Este feature representa la proporción de descuentos aplicados a las transacciones en una ubicación específica, codificada en geohash de 7 caracteres, durante los últimos 90 días.","mk_geohash_6_discount_ratio_90d, mk_geohash_8_discount_ratio_90d",2,Features de Importancia Moderada
mk_geohash_7_total_gmv_amount_1d,Características de Ubicación o Geolocalización,"Este feature representa el monto total del valor bruto de mercancía (GMV) en un área geográfica específica, codificada en geohash de precisión 7, durante un período de 1 día.",,0,Features de Importancia Moderada
mk_geohash_7_total_gmv_amount_7d,Características de Ubicación o Geolocalización,"Este feature representa el monto total del valor bruto de mercancía (GMV) en un área geográfica específica, codificada con geohash de precisión 7, acumulado durante los últimos 7 días.",,0,Features de Importancia Moderada
mk_geohash_7_total_gmv_amount_30d,Características de Ubicación o Geolocalización,"Este feature representa el monto total del valor bruto de mercancía (GMV) en un área geográfica específica, definida por un geohash de precisión 7, acumulado durante los últimos 30 días.",,0,Features de Importancia Moderada
mk_geohash_7_total_gmv_amount_90d,Características de Ubicación o Geolocalización,"Este feature representa el monto total del valor bruto de mercancía (GMV) en un área geográfica específica, definida por un geohash de precisión 7, acumulado durante los últimos 90 días.","mk_geohash_7_avg_gmv_amount_90d, mk_geohash_7_max_gmv_amount_90d",2,Features de Importancia Moderada
crosses_user_fingerprint_qty_users,Características de la Cuenta del Usuario,"Este feature indica la cantidad de usuarios diferentes que han utilizado el mismo 'fingerprint' o huella digital del dispositivo. Un alto número podría sugerir actividad sospechosa, como el uso compartido de dispositivos para realizar transacciones fraudulentas.",,0,Features Altamente Relevantes (Buenos)
crosses_user_fingerprint_qty_users_3d,Características de la Cuenta del Usuario,Este feature indica la cantidad de usuarios diferentes que han utilizado el mismo 'user fingerprint' en un periodo de 3 días. Un 'user fingerprint' es una identificación única generada a partir de las características del dispositivo y el entorno del usuario.,"crosses_user_fingerprint_qty_users_7d, crosses_user_fingerprint_qty_users_30d",2,Features de Importancia Moderada
crosses_user_fingerprint_qty_users_30d,Características del Dispositivo,Este feature indica la cantidad de usuarios diferentes que han utilizado el mismo 'fingerprint' del dispositivo en los últimos 30 días. Un 'fingerprint' de dispositivo es una huella digital única que identifica un dispositivo específico.,,0,Features Altamente Relevantes (Buenos)
crosses_user_fingerprint_qty_users_failed,Características de la Cuenta del Usuario,Este feature indica la cantidad de usuarios diferentes que han intentado y fallado en realizar transacciones utilizando la misma huella digital del dispositivo.,"user_fingerprint_failed_attempts, device_fingerprint_failed_attempts",2,Features de Importancia Moderada
crosses_user_fingerprint_qty_users_failed_3d,Características de la Cuenta del Usuario,Este feature indica la cantidad de usuarios diferentes que han intentado y fallado en realizar transacciones utilizando la misma huella digital del dispositivo en los últimos 3 días.,"user_fingerprint_failed_attempts_3d, device_fingerprint_failed_transactions_3d",2,Features de Importancia Moderada
crosses_user_fingerprint_qty_users_failed_30d,Características Históricas de Fraude,Este feature indica la cantidad de usuarios diferentes que han intentado realizar transacciones fallidas utilizando la misma huella digital del dispositivo en los últimos 30 días.,,0,Features Altamente Relevantes (Buenos)
user_by_device_events_days_since_first_event,Características del Dispositivo,Este feature representa el número de días transcurridos desde el primer evento registrado por un usuario en un dispositivo específico. Puede ayudar a identificar patrones de comportamiento de usuarios nuevos o recurrentes en un dispositivo.,,0,Features de Importancia Moderada
user_by_device_events_is_known_device_for_login,Características del Dispositivo,Indica si el dispositivo utilizado para iniciar sesión es un dispositivo previamente reconocido o registrado para el usuario.,"user_device_recognition_status, device_trust_level",2,Features de Importancia Moderada
fake_users_fingerprint_first_name_vowels_ratio,Características de la Cuenta del Usuario,"Este feature representa la proporción de vocales en el nombre de pila de un usuario, calculado a partir de la huella digital del usuario. Se utiliza para identificar patrones inusuales en nombres que podrían indicar cuentas falsas.",,0,Features de Importancia Moderada
fake_users_fingerprint_last_name_vowels_ratio,Características de la Cuenta del Usuario,Este feature calcula la proporción de vocales en el apellido del usuario en relación con el total de letras del apellido. Se utiliza para identificar patrones inusuales en los nombres que podrían indicar cuentas falsas.,,0,Features de Importancia Moderada
user_fingerprint_device_challenges_3ds_liability_shift_attempted_qty_1d,Características del Dispositivo,Este feature indica la cantidad de intentos de desafíos de dispositivo (device challenges) relacionados con el cambio de responsabilidad (liability shift) en transacciones 3DS realizadas por un usuario en un día.,,0,Features de Importancia Moderada
user_fingerprint_device_challenges_3ds_liability_shift_attempted_qty_7d,Características de Métodos de Pago,Este feature representa la cantidad de intentos de desafíos de dispositivos con huella digital del usuario en los que se intentó un cambio de responsabilidad 3DS (3D Secure) en los últimos 7 días.,,0,Features de Importancia Moderada
user_fingerprint_device_challenges_3ds_liability_shift_attempted_qty_15d,Características de la Cuenta del Usuario,Este feature representa la cantidad de intentos de desafíos de dispositivos con huella digital del usuario en los que se intentó un cambio de responsabilidad 3DS en los últimos 15 días.,,0,Features de Importancia Moderada
user_fingerprint_device_challenges_3ds_liability_shift_attempted_qty_30d,Características de la Cuenta del Usuario,"Este feature representa la cantidad de intentos de desafíos de dispositivos mediante 3D Secure (3DS) que han intentado un cambio de responsabilidad en los últimos 30 días, asociados a la huella digital del usuario.",,0,Features de Importancia Moderada
user_fingerprint_device_challenges_3ds_liability_shift_attempted_qty_90d,Características de Métodos de Pago,Este feature indica la cantidad de intentos de desafíos de dispositivo (device challenges) relacionados con el cambio de responsabilidad (liability shift) en transacciones 3DS (3D Secure) que se han realizado en los últimos 90 días para un usuario específico.,,0,Features de Importancia Moderada
user_fingerprint_device_challenges_3ds_liability_shift_attempted_qty_60d,Características de Métodos de Pago,Este feature indica la cantidad de intentos de desafíos de dispositivos 3DS (3D Secure) realizados en los últimos 60 días donde se intentó un cambio de responsabilidad (liability shift) en el contexto de la autenticación del usuario.,,0,Features de Importancia Moderada
user_fingerprint_device_challenges_3ds_liability_shift_successful_qty_1d,Características de Métodos de Pago,Este feature representa la cantidad de desafíos de dispositivos que han resultado en un cambio exitoso de responsabilidad 3DS en un día para un usuario específico. Esto indica cuántas veces se ha verificado exitosamente la autenticidad del dispositivo del usuario en transacciones recientes.,,0,Features Altamente Relevantes (Buenos)
user_fingerprint_device_challenges_3ds_liability_shift_successful_qty_7d,Características de Métodos de Pago,"Este feature representa la cantidad de desafíos de dispositivo exitosos en los que se ha realizado un cambio de responsabilidad 3DS (3D Secure) en los últimos 7 días para un usuario específico, identificado por su huella digital.","user_fingerprint_device_challenges_3ds_liability_shift_successful_qty_30d, user_fingerprint_device_challenges_3ds_liability_shift_successful_qty_1d",2,Features de Importancia Moderada
user_fingerprint_device_challenges_3ds_liability_shift_successful_qty_15d,Características de Métodos de Pago,"Este feature representa la cantidad de veces en los últimos 15 días que un desafío de dispositivo 3DS ha resultado en un cambio exitoso de responsabilidad, lo que indica que la transacción fue autenticada correctamente y la responsabilidad del fraude se transfirió al emisor del pago.",,0,Features Altamente Relevantes (Buenos)
user_fingerprint_device_challenges_3ds_liability_shift_successful_qty_30d,Características de Métodos de Pago,"Este feature representa la cantidad de veces en los últimos 30 días que un desafío de dispositivo 3DS (3D Secure) ha resultado en un cambio exitoso de responsabilidad, lo que indica que la transacción fue autenticada correctamente y la responsabilidad del fraude se transfirió al emisor del pago.",,0,Features Altamente Relevantes (Buenos)
user_fingerprint_device_challenges_3ds_liability_shift_successful_qty_90d,Características de Métodos de Pago,"Este feature representa la cantidad de veces en los últimos 90 días que un desafío de dispositivo 3DS ha resultado en un cambio exitoso de responsabilidad, lo que indica que el emisor del pago ha aceptado la responsabilidad de la transacción.",,0,Features de Importancia Moderada
user_fingerprint_device_challenges_3ds_liability_shift_successful_qty_60d,Características de Métodos de Pago,"Este feature representa la cantidad de veces en los últimos 60 días que un desafío de dispositivo 3DS (3D Secure) ha resultado en un cambio exitoso de responsabilidad, lo que indica que la transacción fue autenticada correctamente y la responsabilidad del fraude se transfirió al emisor del pago.",,0,Features de Importancia Moderada
mk_payer_storetype_amount_1h,Características de la Transacción,Este feature representa el monto total de transacciones realizadas por un pagador en un tipo de tienda específico en la última hora.,"mk_payer_storetype_amount_24h, mk_payer_storetype_amount_7d",2,Features de Importancia Moderada
mk_payer_storetype_amount_6h,Características de la Transacción,Este feature representa el monto total de transacciones realizadas por un pagador en un tipo de tienda específico en las últimas 6 horas.,"mk_payer_storetype_amount_24h, mk_payer_storetype_amount_12h",2,Features de Importancia Moderada
mk_payer_storetype_amount_12h,Características de la Transacción,Monto total de transacciones realizadas por el pagador en un tipo de tienda específico en las últimas 12 horas.,"mk_payer_storetype_amount_24h, mk_payer_storetype_amount_6h",2,Features de Importancia Moderada
mk_payer_storetype_qty_1h,Características de la Transacción,Cantidad de transacciones realizadas por un pagador en un tipo de tienda específico en la última hora.,"mk_payer_storetype_qty_24h, mk_payer_storetype_qty_7d",2,Features de Importancia Moderada
mk_payer_storetype_qty_6h,Características de la Transacción,Cantidad de transacciones realizadas por el pagador en un tipo de tienda específico en las últimas 6 horas.,"mk_payer_storetype_qty_24h, mk_payer_storetype_qty_1h",2,Features de Importancia Moderada
mk_payer_storetype_qty_12h,Características Históricas de Fraude,Cantidad de transacciones realizadas por el pagador en un tipo de tienda específico en las últimas 12 horas.,"mk_payer_storetype_qty_24h, mk_payer_storetype_qty_6h",2,Features de Importancia Moderada
mk_payer_storetype_approved_amount_1h,Características de la Transacción,Este feature representa el monto total aprobado de transacciones realizadas por un pagador en un tipo de tienda específico en la última hora.,,0,Features de Importancia Moderada
mk_payer_storetype_approved_amount_6h,Características de la Transacción,Monto total aprobado de transacciones realizadas por un pagador en un tipo de tienda específico en las últimas 6 horas.,,0,Features de Importancia Moderada
mk_payer_storetype_approved_amount_12h,Características Históricas de Fraude,Este feature representa el monto total aprobado de transacciones realizadas por un pagador en un tipo de tienda específico en las últimas 12 horas.,"mk_payer_storetype_approved_amount_24h, mk_payer_storetype_approved_amount_6h",2,Features de Importancia Moderada
mk_payer_storetype_approved_qty_1h,Características Históricas de Fraude,Cantidad de transacciones aprobadas en la última hora para un tipo de tienda específico del pagador.,"mk_payer_storetype_approved_qty_24h, mk_payer_storetype_approved_qty_7d",2,Features de Importancia Moderada
mk_payer_storetype_approved_qty_6h,Características Históricas de Fraude,Cantidad de transacciones aprobadas en las últimas 6 horas para un tipo de tienda específico del pagador.,"mk_payer_storetype_approved_qty_12h, mk_payer_storetype_approved_qty_24h",2,Features de Importancia Moderada
mk_payer_storetype_approved_qty_12h,Características Históricas de Fraude,Cantidad de transacciones aprobadas en las últimas 12 horas para un tipo de tienda específico del pagador.,"mk_payer_storetype_approved_qty_24h, mk_payer_storetype_approved_qty_6h",2,Features de Importancia Moderada
mk_payer_storetype_cancel_amount_1h,Características de la Transacción,Este feature representa el monto total de cancelaciones realizadas por el pagador en un tipo de tienda específico en la última hora.,,0,Features de Importancia Moderada
mk_payer_storetype_cancel_amount_6h,Características Históricas de Fraude,Este feature representa el monto total de cancelaciones realizadas por un pagador en un tipo de tienda específico en las últimas 6 horas.,"mk_payer_storetype_cancel_amount_12h, mk_payer_storetype_cancel_amount_24h",2,Features de Importancia Moderada
mk_payer_storetype_cancel_amount_12h,Características Históricas de Fraude,Este feature representa el monto total de cancelaciones realizadas por el pagador en un tipo de tienda específico en las últimas 12 horas.,,0,Features de Importancia Moderada
mk_payer_storetype_cancel_qty_1h,Características Históricas de Fraude,Este feature representa la cantidad de cancelaciones realizadas por un pagador en un tipo de tienda específico en la última hora.,"mk_payer_storetype_cancel_qty_24h, mk_payer_storetype_cancel_qty_7d",2,Features de Importancia Moderada
mk_payer_storetype_cancel_qty_6h,Características Históricas de Fraude,Este feature representa la cantidad de cancelaciones realizadas por un pagador en un tipo de tienda específico en las últimas 6 horas.,"mk_payer_storetype_cancel_qty_24h, mk_payer_storetype_cancel_qty_12h",2,Features de Importancia Moderada
mk_payer_storetype_cancel_qty_12h,Características Históricas de Fraude,Cantidad de cancelaciones realizadas por el pagador en un tipo de tienda específico en las últimas 12 horas.,,0,Features de Importancia Moderada
mk_payer_storetype_amount_1d,Características de la Transacción,Este feature representa el monto total de transacciones realizadas por un pagador en un tipo de tienda específico en el último día.,"mk_payer_storetype_amount_7d, mk_payer_storetype_amount_30d",2,Features de Importancia Moderada
mk_payer_storetype_amount_7d,Características Históricas de Fraude,Este feature representa el monto total de transacciones realizadas por un pagador en un tipo de tienda específico durante los últimos 7 días.,"mk_payer_storetype_amount_30d, mk_payer_storetype_amount_14d",2,Features de Importancia Moderada
mk_payer_storetype_amount_15d,Características Históricas de Fraude,Monto total de transacciones realizadas por el pagador en un tipo de tienda específico en los últimos 15 días.,"mk_payer_storetype_amount_30d, mk_payer_storetype_amount_7d",2,Features de Importancia Moderada
mk_payer_storetype_amount_30d,Características Históricas de Fraude,Este feature representa el monto total de transacciones realizadas por un pagador en un tipo de tienda específico en los últimos 30 días.,"mk_payer_storetype_amount_7d, mk_payer_storetype_amount_60d",2,Features de Importancia Moderada
mk_payer_storetype_amount_90d,Características Históricas de Fraude,Este feature representa el monto total de transacciones realizadas por un pagador en un tipo de tienda específico en los últimos 90 días.,"mk_payer_storetype_amount_30d, mk_payer_storetype_amount_180d",2,Features de Importancia Moderada
mk_payer_storetype_qty_1d,Características Históricas de Fraude,Cantidad de transacciones realizadas por el pagador en un tipo de tienda específico en el último día.,"mk_payer_storetype_qty_7d, mk_payer_storetype_qty_30d",2,Features de Importancia Moderada
mk_payer_storetype_qty_7d,Características Históricas de Fraude,Este feature representa la cantidad de veces que un pagador ha realizado transacciones en diferentes tipos de tiendas en los últimos 7 días.,"mk_payer_storetype_qty_30d, mk_payer_storetype_qty_14d",2,Features de Importancia Moderada
mk_payer_storetype_qty_15d,Características Históricas de Fraude,Este feature representa la cantidad de veces que un pagador ha realizado transacciones en un tipo de tienda específico en los últimos 15 días.,"mk_payer_storetype_qty_30d, mk_payer_storetype_qty_7d",2,Features de Importancia Moderada
mk_payer_storetype_qty_30d,Características Históricas de Fraude,Cantidad de transacciones realizadas por el pagador en diferentes tipos de tiendas en los últimos 30 días.,"mk_payer_storetype_qty_7d, mk_payer_storetype_qty_60d",2,Features de Importancia Moderada
mk_payer_storetype_qty_90d,Características Históricas de Fraude,Cantidad de transacciones realizadas por el pagador en un tipo de tienda específico en los últimos 90 días.,"mk_payer_storetype_qty_30d, mk_payer_storetype_qty_180d",2,Features de Importancia Moderada
mk_payer_storetype_approved_amount_1d,Características de la Transacción,Este feature representa el monto total aprobado de transacciones realizadas por un pagador en un tipo de tienda específico en el último día.,,0,Features de Importancia Moderada
mk_payer_storetype_approved_amount_7d,Características Históricas de Fraude,Este feature representa el monto total aprobado en los últimos 7 días para un tipo de tienda específico asociado al pagador. Se utiliza para identificar patrones de gasto que podrían indicar un comportamiento inusual o fraudulento.,"mk_payer_storetype_approved_amount_30d, mk_payer_storetype_approved_amount_14d",2,Features de Importancia Moderada
mk_payer_storetype_approved_amount_15d,Características de la Transacción,Monto total aprobado de transacciones realizadas por el pagador en un tipo de tienda específico en los últimos 15 días.,"mk_payer_storetype_approved_amount_30d, mk_payer_storetype_approved_amount_7d",2,Features de Importancia Moderada
mk_payer_storetype_approved_amount_30d,Características Históricas de Fraude,Este feature representa el monto total aprobado de transacciones realizadas por un pagador en un tipo de tienda específico en los últimos 30 días.,"mk_payer_storetype_declined_amount_30d, mk_payer_storetype_total_amount_30d",2,Features de Importancia Moderada
mk_payer_storetype_approved_amount_90d,Características Históricas de Fraude,Este feature representa el monto total aprobado de transacciones realizadas por un pagador en un tipo de tienda específico durante los últimos 90 días.,"mk_payer_storetype_declined_amount_90d, mk_payer_storetype_total_amount_90d",2,Features de Importancia Moderada
mk_payer_storetype_approved_qty_1d,Características Históricas de Fraude,Cantidad de transacciones aprobadas en las últimas 24 horas para un tipo de tienda específico del pagador.,"mk_payer_storetype_approved_qty_7d, mk_payer_storetype_approved_qty_30d",2,Features de Importancia Moderada
mk_payer_storetype_approved_qty_7d,Características Históricas de Fraude,Este feature representa la cantidad de transacciones aprobadas en los últimos 7 días para un tipo de tienda específico asociado al pagador.,"mk_payer_storetype_approved_qty_30d, mk_payer_storetype_approved_qty_1d",2,Features de Importancia Moderada
mk_payer_storetype_approved_qty_15d,Características Históricas de Fraude,Cantidad de transacciones aprobadas en los últimos 15 días para un tipo de tienda específico del pagador.,"mk_payer_storetype_approved_qty_30d, mk_payer_storetype_approved_qty_7d",2,Features de Importancia Moderada
mk_payer_storetype_approved_qty_30d,Características Históricas de Fraude,Cantidad de transacciones aprobadas en los últimos 30 días para un tipo de tienda específico del pagador.,"mk_payer_storetype_approved_qty_7d, mk_payer_storetype_approved_qty_60d",2,Features de Importancia Moderada
mk_payer_storetype_approved_qty_90d,Características Históricas de Fraude,Este feature representa la cantidad de transacciones aprobadas realizadas por un pagador en un tipo de tienda específico en los últimos 90 días.,"mk_payer_storetype_approved_qty_30d, mk_payer_storetype_approved_qty_60d",2,Features de Importancia Moderada
mk_payer_storetype_cancel_amount_1d,Características de la Transacción,Este feature representa el monto total de cancelaciones realizadas por el pagador en un tipo de tienda específico en el último día.,"mk_payer_storetype_cancel_amount_7d, mk_payer_storetype_cancel_amount_30d",2,Features de Importancia Moderada
mk_payer_storetype_cancel_amount_7d,Características Históricas de Fraude,Este feature representa el monto total de cancelaciones realizadas por el pagador en un tipo de tienda específico durante los últimos 7 días.,"mk_payer_storetype_cancel_amount_30d, mk_payer_storetype_cancel_count_7d",2,Features de Importancia Moderada
